,t0_rog,t0_entropy_step,t0_contact_locs,t0_known_locs,t0_wind_instensity,t0_prop_damaged_buildings,t0_rain_intensity,t0_dist2_DTMsites,t0_dist2_mainroads,t0_dist2_urbancentres,t0_popdensity3km_2015,t0_DTM_IDPpop,t1_contact_locs,t1_known_locs,t1_wind_instensity,t1_prop_damaged_buildings,t1_rain_intensity,t1_dist2_DTMsites,t1_dist2_mainroads,t1_dist2_urbancentres,t1_popdensity3km_2015,t1_DTM_IDPpop,t1_dist_to_hl,t2_contact_locs,t2_known_locs,t2_wind_instensity,t2_prop_damaged_buildings,t2_rain_intensity,t2_dist2_DTMsites,t2_dist2_mainroads,t2_dist2_urbancentres,t2_popdensity3km_2015,t2_DTM_IDPpop,t2_dist_to_hl,t3_contact_locs,t3_known_locs,t3_wind_instensity,t3_prop_damaged_buildings,t3_rain_intensity,t3_dist2_DTMsites,t3_dist2_mainroads,t3_dist2_urbancentres,t3_popdensity3km_2015,t3_DTM_IDPpop,t3_dist_to_hl
4332,low-medium,zero-low,most,some,low,low,medium,no_sites,low-medium,low-medium,medium-high,zero-low,zero,zero,medium,low,medium,no_sites,low-medium,medium-high,medium-high,zero-low,high,zero,zero,medium,low,medium,no_sites,low-medium,medium-high,low-medium,zero-low,high,zero,some,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,medium-high
4333,zero-low,high,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,low-medium,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,zero-low
4334,low-medium,medium-high,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,low-medium,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,low-medium,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,low-medium
4335,medium-high,medium-high,zero,some,medium,low,medium,no_sites,high,medium-high,zero-low,zero-low,some,some,medium,low,high,no_sites,high,medium-high,zero-low,zero-low,medium-high,some,some,medium,low,high,no_sites,high,medium-high,zero-low,zero-low,medium-high,some,zero,low,low,medium,no_sites,high,low-medium,medium-high,zero-low,high
4336,zero-low,medium-high,most,most,low,low,medium,no_sites,high,low-medium,medium-high,zero-low,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,low-medium,zero-low,medium-high,zero-low,low-medium
4337,low-medium,medium-high,most,most,low,low,medium,no_sites,high,low-medium,medium-high,zero-low,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,low-medium,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,low-medium,most,most,low,low,medium,no_sites,high,zero-low,medium-high,zero-low,zero-low
4338,zero-low,high,most,most,low,low,medium,no_sites,high,low-medium,medium-high,zero-low,most,most,low,low,medium,no_sites,high,zero-low,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,high,low-medium,medium-high,zero-low,low-medium
4339,low-medium,high,most,most,low,low,medium,no_sites,low-medium,zero-low,medium-high,zero-low,some,some,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,medium-high,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,medium-high,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,medium-high
4340,zero-low,zero-low,most,most,low,low,medium,no_sites,high,zero-low,medium-high,zero-low,zero,zero,high,low,medium,near,medium-high,low-medium,medium-high,high,high,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,zero-low,zero,some,medium,low,high,far,zero-low,medium-high,zero-low,zero-low,high
4341,zero-low,low-medium,some,most,low,low,medium,no_sites,high,zero-low,medium-high,zero-low,some,most,low,low,medium,no_sites,high,zero-low,medium-high,zero-low,zero-low,some,most,low,low,medium,no_sites,high,zero-low,medium-high,zero-low,zero-low,some,most,low,low,medium,no_sites,high,zero-low,medium-high,zero-low,zero-low
4342,low-medium,medium-high,zero,some,medium,low,high,no_sites,zero-low,low-medium,medium-high,zero-low,zero,some,medium,low,high,no_sites,zero-low,low-medium,medium-high,zero-low,zero-low,zero,zero,high,low,high,near,medium-high,low-medium,low-medium,high,high,zero,zero,high,low,medium,near,medium-high,zero-low,low-medium,high,high
4343,zero-low,medium-high,some,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,some,most,low,low,medium,no_sites,zero-low,zero-low,medium-high,zero-low,low-medium,some,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,zero-low,some,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,zero-low
4344,zero-low,medium-high,some,most,low,low,medium,no_sites,high,low-medium,low-medium,zero-low,zero,zero,high,high,medium,near,high,low-medium,low-medium,zero-low,high,zero,zero,high,low,medium,far,high,medium-high,zero-low,zero-low,high,most,most,low,low,medium,no_sites,high,zero-low,medium-high,zero-low,low-medium
4345,high,zero-low,most,some,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,some,some,high,low,high,far,high,medium-high,zero-low,zero-low,high,some,some,high,low,high,far,high,medium-high,zero-low,zero-low,high,some,some,high,low,high,far,high,medium-high,zero-low,zero-low,high
4346,zero-low,zero-low,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,most,most,low,low,medium,no_sites,low-medium,zero-low,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,low-medium,low-medium,medium-high,zero-low,zero-low
4347,zero-low,low-medium,most,some,low,low,medium,no_sites,low-medium,zero-low,medium-high,zero-low,most,some,low,low,medium,no_sites,zero-low,zero-low,medium-high,zero-low,zero-low,most,some,low,low,medium,no_sites,zero-low,low-medium,medium-high,zero-low,zero-low,most,some,low,low,medium,no_sites,zero-low,low-medium,medium-high,zero-low,zero-low
4348,medium-high,medium-high,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,most,most,low,low,medium,no_sites,zero-low,low-medium,medium-high,zero-low,medium-high,most,most,low,low,medium,no_sites,zero-low,low-medium,low-medium,zero-low,low-medium,most,most,low,low,medium,no_sites,zero-low,low-medium,low-medium,zero-low,low-medium
4349,low-medium,zero-low,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,zero-low,some,some,low,low,low,no_sites,high,low-medium,medium-high,zero-low,high
4350,zero-low,zero-low,some,some,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,some,some,low,low,medium,no_sites,high,medium-high,zero-low,zero-low,high,some,some,low,low,medium,no_sites,low-medium,low-medium,low-medium,zero-low,medium-high,some,some,low,low,medium,no_sites,low-medium,low-medium,low-medium,zero-low,low-medium
4351,low-medium,high,some,most,high,low,high,near,medium-high,low-medium,low-medium,zero-low,most,most,high,low,high,near,medium-high,medium-high,zero-low,zero-low,low-medium,some,some,high,low,high,near,zero-low,medium-high,low-medium,zero-low,medium-high,some,some,high,low,high,near,zero-low,medium-high,low-medium,zero-low,medium-high
4352,low-medium,zero-low,most,some,low,low,medium,no_sites,high,medium-high,zero-low,zero-low,some,most,low,low,medium,no_sites,high,zero-low,medium-high,zero-low,high,some,most,low,low,medium,no_sites,high,low-medium,medium-high,zero-low,high,some,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,high
4353,high,medium-high,most,some,medium,low,high,no_sites,low-medium,low-medium,medium-high,zero-low,most,some,medium,low,high,no_sites,zero-low,zero-low,medium-high,zero-low,zero-low,zero,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,high,zero,most,low,low,medium,no_sites,high,zero-low,medium-high,zero-low,high
4354,low-medium,high,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,zero-low,zero,zero,low,low,low,no_sites,zero-low,zero-low,low-medium,zero-low,high
4355,high,low-medium,some,some,high,low,high,near,high,medium-high,low-medium,zero-low,some,some,high,low,high,near,high,medium-high,zero-low,zero-low,low-medium,some,some,high,high,high,near,high,medium-high,zero-low,zero-low,low-medium,some,some,high,low,high,near,medium-high,low-medium,low-medium,high,medium-high
4356,low-medium,zero-low,most,most,high,low,high,far,high,medium-high,zero-low,zero-low,most,most,high,low,high,near,high,medium-high,zero-low,zero-low,low-medium,most,most,high,high,high,near,high,medium-high,zero-low,zero-low,low-medium,zero,zero,low,low,medium,no_sites,medium-high,low-medium,low-medium,zero-low,high
4357,zero-low,zero-low,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,low-medium,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,low-medium,most,most,low,low,medium,no_sites,low-medium,zero-low,medium-high,zero-low,zero-low
4358,low-medium,zero-low,most,most,low,low,medium,no_sites,low-medium,zero-low,medium-high,zero-low,most,most,low,low,medium,no_sites,zero-low,zero-low,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,zero-low,zero-low,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,zero-low,zero-low,medium-high,zero-low,zero-low
4359,medium-high,low-medium,most,some,high,high,medium,near,high,medium-high,zero-low,low-medium,most,some,high,high,medium,near,high,low-medium,low-medium,zero-low,low-medium,zero,some,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,high,zero,some,high,low,high,near,low-medium,low-medium,low-medium,high,medium-high
4360,zero-low,high,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,low-medium,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,high,low-medium,medium-high,zero-low,low-medium
4361,high,medium-high,some,some,medium,low,high,no_sites,zero-low,low-medium,low-medium,zero-low,some,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,high,some,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,medium-high,most,most,low,low,medium,no_sites,low-medium,zero-low,medium-high,zero-low,medium-high
4362,zero-low,zero-low,most,most,high,low,medium,near,medium-high,low-medium,low-medium,low-medium,most,most,high,low,medium,near,zero-low,low-medium,low-medium,high,low-medium,most,most,high,low,medium,near,medium-high,low-medium,zero-low,zero-low,zero-low,most,most,high,low,medium,near,zero-low,low-medium,low-medium,high,zero-low
4363,zero-low,zero-low,most,some,low,low,high,no_sites,zero-low,medium-high,zero-low,zero-low,most,some,low,low,high,no_sites,zero-low,medium-high,zero-low,zero-low,low-medium,most,most,low,low,medium,no_sites,zero-low,medium-high,zero-low,zero-low,low-medium,most,most,low,low,medium,no_sites,zero-low,medium-high,zero-low,zero-low,low-medium
4364,low-medium,zero-low,some,some,medium,low,medium,no_sites,zero-low,low-medium,medium-high,zero-low,most,some,medium,low,medium,no_sites,zero-low,zero-low,medium-high,zero-low,zero-low,most,some,medium,low,medium,no_sites,low-medium,zero-low,medium-high,zero-low,zero-low,zero,some,low,low,medium,no_sites,zero-low,zero-low,medium-high,zero-low,high
4365,high,medium-high,some,some,low,low,medium,no_sites,zero-low,low-medium,medium-high,zero-low,some,some,medium,low,high,no_sites,high,medium-high,zero-low,zero-low,high,some,some,medium,low,high,no_sites,high,medium-high,zero-low,zero-low,high,some,some,medium,low,high,no_sites,high,medium-high,zero-low,zero-low,high
4366,zero-low,high,most,most,low,low,medium,no_sites,high,low-medium,medium-high,zero-low,most,most,low,low,medium,no_sites,high,zero-low,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,low-medium,most,most,low,low,medium,no_sites,high,low-medium,medium-high,zero-low,low-medium
4367,zero-low,medium-high,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,zero-low
4368,high,low-medium,zero,some,low,low,medium,no_sites,low-medium,zero-low,medium-high,zero-low,most,some,medium,low,high,no_sites,high,medium-high,zero-low,zero-low,high,most,some,medium,low,high,no_sites,high,medium-high,zero-low,zero-low,high,most,some,medium,low,high,no_sites,high,medium-high,zero-low,zero-low,high
4369,low-medium,medium-high,most,some,low,low,medium,no_sites,high,medium-high,zero-low,zero-low,some,most,low,low,medium,no_sites,low-medium,zero-low,medium-high,zero-low,medium-high,most,some,low,low,medium,no_sites,zero-low,medium-high,zero-low,zero-low,low-medium,most,some,low,low,medium,no_sites,zero-low,medium-high,zero-low,zero-low,low-medium
4370,high,high,most,some,low,low,medium,no_sites,high,low-medium,medium-high,zero-low,zero,some,low,low,low,no_sites,medium-high,low-medium,zero-low,zero-low,high,zero,some,low,low,low,no_sites,zero-low,low-medium,low-medium,zero-low,medium-high,zero,zero,high,low,medium,near,medium-high,zero-low,low-medium,high,high
4371,low-medium,high,some,most,low,low,medium,no_sites,low-medium,zero-low,medium-high,zero-low,zero,some,low,low,low,no_sites,high,zero-low,medium-high,zero-low,high,most,most,low,low,medium,no_sites,low-medium,zero-low,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,zero-low,low-medium,medium-high,zero-low,zero-low
4372,high,medium-high,most,some,low,low,medium,no_sites,high,zero-low,medium-high,zero-low,zero,some,high,low,medium,near,medium-high,medium-high,low-medium,zero-low,high,zero,some,high,low,medium,near,low-medium,medium-high,low-medium,zero-low,high,zero,some,high,low,medium,near,low-medium,medium-high,low-medium,zero-low,high
4373,low-medium,medium-high,some,most,high,low,high,near,low-medium,low-medium,low-medium,high,some,most,high,low,high,near,medium-high,zero-low,medium-high,high,zero-low,some,most,high,low,high,near,zero-low,low-medium,low-medium,low-medium,zero-low,some,zero,low,low,medium,no_sites,high,zero-low,medium-high,zero-low,high
4374,low-medium,zero-low,most,some,medium,low,high,no_sites,medium-high,zero-low,medium-high,zero-low,most,some,medium,low,high,no_sites,low-medium,zero-low,medium-high,zero-low,zero-low,most,some,medium,low,high,no_sites,low-medium,low-medium,medium-high,zero-low,zero-low,most,some,medium,low,high,no_sites,medium-high,low-medium,low-medium,zero-low,zero-low
4375,medium-high,zero-low,most,most,low,low,medium,no_sites,low-medium,zero-low,medium-high,zero-low,zero,some,high,low,high,far,high,medium-high,zero-low,zero-low,high,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,low-medium,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,low-medium
4376,medium-high,medium-high,some,some,low,low,medium,no_sites,zero-low,low-medium,low-medium,zero-low,most,most,low,low,medium,no_sites,low-medium,zero-low,medium-high,zero-low,medium-high,most,most,low,low,medium,no_sites,zero-low,zero-low,medium-high,zero-low,medium-high,most,most,low,low,medium,no_sites,low-medium,zero-low,medium-high,zero-low,medium-high
4377,high,low-medium,some,some,high,high,medium,far,high,medium-high,low-medium,zero-low,zero,some,high,low,high,far,high,medium-high,zero-low,zero-low,medium-high,zero,some,high,low,high,near,zero-low,low-medium,low-medium,low-medium,medium-high,some,some,low,low,medium,no_sites,low-medium,low-medium,medium-high,zero-low,high
4378,high,high,zero,some,high,high,high,near,high,medium-high,zero-low,zero-low,zero,some,high,low,high,far,high,medium-high,zero-low,zero-low,medium-high,zero,some,high,high,high,near,high,medium-high,low-medium,zero-low,zero-low,zero,some,high,high,medium,near,high,medium-high,low-medium,low-medium,low-medium
4379,zero-low,medium-high,most,most,low,low,medium,no_sites,low-medium,low-medium,medium-high,zero-low,most,most,low,low,medium,no_sites,low-medium,zero-low,medium-high,zero-low,zero-low,some,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,low-medium,most,most,low,low,medium,no_sites,zero-low,zero-low,medium-high,zero-low,zero-low
4380,high,high,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,most,most,low,low,medium,no_sites,medium-high,zero-low,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,zero-low
4381,low-medium,medium-high,most,most,low,low,medium,no_sites,high,low-medium,zero-low,zero-low,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,zero-low,most,most,low,low,medium,no_sites,medium-high,low-medium,medium-high,zero-low,low-medium,most,most,low,low,medium,no_sites,medium-high,low-medium,low-medium,zero-low,zero-low
